ley,camara,votacion_id_comovoto,acta_oficial,fecha,fuente,legislador,coalicion,coalicion_nombre,voto
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","NOGUERA, JAVIER","oth","Otros","AUSENTE"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","OUTES, PABLO","oth","Otros","AUSENTE"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","PICHETTO, MIGUEL ANGEL","oth","Otros","AUSENTE"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","SNOPEK, GUILLERMO EUGENIO MARIO","pj","PJ / Union por la Patria","AUSENTE"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","TAILHADE, RODOLFO","pj","PJ / Union por la Patria","AUSENTE"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","TITA, PAULO AGUSTIN","pj","PJ / Union por la Patria","AUSENTE"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","AGUIRRE, HILDA CLELIA","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","ALI, ERNESTO","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","ANDINO, CRISTIAN","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","ANDRADE, JAVIER","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","ARAUJO HERNANDEZ, JORGE NERI","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","ARRIETA, LOURDES MICAELA","oth","Otros","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","BARBUR, MARCELO","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","BASTERRA, LUIS EUGENIO","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","BASUALDO, CAROLINA","oth","Otros","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","BORDET, GUSTAVO","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","BORGATTA, ALEJANDRINA","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","BREGMAN, MYRIAM","oth","Otros","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","BRUGGE, JUAN FERNANDO","oth","Otros","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","CAFIERO, SANTIAGO","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","CAMPITELLI, CELIA","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","CAMPO, JULIETA MARISOL","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","CAMPORA, LUCIA","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","CARIGNANO, FLORENCIA","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","CASAS, SERGIO GUILLERMO","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","CASTAGNETO, CARLOS DANIEL","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","CHICA, JORGE","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","CISNEROS, CARLOS","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","COLETTA, MARIELA","oth","Otros","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","DE LA ROSA, MARIA GRACIELA","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","DE LA SOTA, NATALIA","oth","Otros","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","DEL CANO, NICOLAS","oth","Otros","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","DEL PLA, ROMINA","oth","Otros","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","DIAZ, FERNANDA","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","DOLCE, SERGIO","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","ESTEVEZ, GABRIELA BEATRIZ","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","FELIX, EMIR","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","FERRAN, ABELARDO","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","FERRARO, MAXIMILIANO","cc","Coalicion Civica","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","GALMARINI, SEBASTIAN","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","GARCIA ARESCA, IGNACIO","oth","Otros","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","GARCIA, MARIA TERESA","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","GIULIANO, DIEGO A.","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","GLINSKI, JOSE","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","GRABOIS, JUAN","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","GUTIERREZ, CARLOS","oth","Otros","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","GUTIERREZ, RAMIRO","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","HADAD, RAUL","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","HAGMAN, ITAI","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","IANNI, ANA MARIA","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","JULIANO, PABLO","oth","Otros","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","KIRCHNER, MAXIMO CARLOS","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","LANESAN SANCHO, MOIRA","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","LEIVA, ALDO","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","LOPEZ PASQUALI, CECILIA","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","LOPEZ, JIMENA","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","LOUSTEAU, MARTIN","oth","Otros","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","LUQUE, JUAN PABLO","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","MANGO, MARCELO","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","MANRIQUE, MARIO","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","MARCLAY, MARIANELA","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","MARIN, VARINIA LIS","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","MARINO, JUAN","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","MARTINEZ, GERMAN PEDRO","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","MASSOT, NICOLAS","oth","Otros","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","MICHEL, GUILLERMO","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","MINO, FERNANDA","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","MOLINA, JUAN CARLOS","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","MOLLE, MATIAS","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","MONZON, ROXANA","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","MOREAU, CECILIA","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","MOYANO, HUGO ANTONIO","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","MUKDISE, JORGE","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","NEDER, ESTELA MARY","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","NUNEZ, JOSE","oth","Otros","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","OLMOS, KELLY","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","OSUNA, BLANCA INES","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","PAGANO, MARCELA MARINA","oth","Otros","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","PALAZZO, SERGIO OMAR","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","PALLADINO, CLAUDIA MARIA","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","PAROLA, MARIA GRACIELA","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","PAULON, ESTEBAN","oth","Otros","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","PEDRALI, GABRIELA","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","PENACCA, PAULA ANDREA","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","PIETRAGALLA CORTI, HORACIO","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","PITROLA, NESTOR","oth","Otros","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","POKOIK, LORENA","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","POTENZA, LUCIANA","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","PROPATO, AGUSTINA LUCRECIA","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","RAUSCHENBERGER, ARIEL","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","RIZZOTTI, JORGE","oth","Otros","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","ROBERTO, SANTIAGO LUIS","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","ROSSI, AGUSTIN OSCAR","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","SALZMANN, MARINA DOROTEA","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","SAND, NANCY","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","SCAGLIA, GISELA","oth","Otros","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","SELVA, SABRINA","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","SERQUIS, ADRIANA CRISTINA","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","SILEY, VANESA RAQUEL","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","STRADA, JULIA","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","TAIANA, JORGE ENRIQUE","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","TEPP, CAREN","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","TODERO, PABLO","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","TOLOSA PAZ, VICTORIA","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","TROTTA, NICOLAS ALFREDO","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","VALDES, EDUARDO FELIX","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","VELAZQUEZ, M. ELENA","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","VOLNOVICH, LUANA","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","YASKY, HUGO","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","YEDLIN, PABLO RAUL","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","ZARACHO, NATALIA","pj","PJ / Union por la Patria","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","ZIGARAN, MARIA INES","oth","Otros","NEGATIVO"
"Inocencia Fiscal","diputados","5459","5838","18/12/2025 - 02:33","https://votaciones.hcdn.gob.ar/votacion/5838","ZULLI, CHRISTIAN ALEJANDRO","pj","PJ / Union por la Patria","NEGATIVO"
